train_variant,model,valid_accuracy,valid_precision,valid_recall,valid_f1,valid_roc_auc,valid_pr_auc,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_pr_auc
imbalanced,ANN_MLP,0.9977365184028381,0.8097719869706841,0.8081924577373212,0.8089814513504718,0.9924707645772011,0.8652149639509501,0.9981717378747172,0.7553143374038896,0.7785547785547785,0.7667584940312213,0.9916489965780577,0.8327129436245618
